iter	RMSE
118	0.4737407813
119	0.4733010412
120	0.4727940283
121	0.4720248879
122	0.47107288
123	0.4700615149
124	0.4691427625
125	0.4685577016
126	0.4681680825
127	0.467488646
128	0.4668912202
129	0.46627568
130	0.4656776901
131	0.4649797584
132	0.4642327018
133	0.46387139
134	0.4633210389
135	0.4628686668
136	0.4623655444
137	0.4617666857
138	0.461283891
139	0.4606646266
140	0.4601944535
141	0.4594039289
142	0.4587834397
143	0.4582629248
144	0.457709342
145	0.4573196615
146	0.4567399092
147	0.4561785026
148	0.4556049241
149	0.4551024576
150	0.4547065902
151	0.4539609207
152	0.4534783723
153	0.4531153457
154	0.4526677645
155	0.4521692083
156	0.451435098
157	0.4509461534
158	0.4506968965
159	0.4502716299
160	0.4498316938
161	0.4491749231
162	0.4482110781
163	0.447785105
164	0.4472595761
165	0.4469048166
166	0.44660929
167	0.4458222932
168	0.445294103
169	0.4448518286
170	0.4439637252
171	0.4436141453
172	0.4429397814
173	0.4423620947
174	0.4419352869
175	0.4413756196
176	0.4409128115
177	0.44057694
178	0.4401569202
179	0.4397649479
180	0.4394428433
181	0.4389664701
182	0.4386171689
183	0.4383316711
184	0.4380580811
185	0.4377165533
186	0.4373008841
187	0.4369447306
188	0.4365887714
189	0.4361684242
190	0.4358681869
191	0.4354785805
192	0.4350494784
193	0.4348111533
194	0.434250733
195	0.4339151685
196	0.433487385
197	0.4331796527
198	0.4328615146
199	0.4322760094
200	0.4317456865
201	0.4314772863
202	0.4311289747
203	0.4307439909
204	0.4303685478
205	0.4297345081
206	0.4294060697
207	0.4289329824
208	0.4285499607
209	0.4280035274
210	0.4277830657
211	0.4274838713
212	0.42705481
213	0.4265635487
214	0.4263803121
215	0.4260498677
216	0.4258383695
217	0.4254565384
218	0.4250789871
219	0.4248826769
220	0.4245158991
221	0.4240988069
222	0.4237840006
223	0.4234740949
224	0.4231120254
225	0.4226832409
226	0.4224962201
227	0.4222251608
228	0.421889346
229	0.4212713561
230	0.4209946752
231	0.4207114352
232	0.4204721037
233	0.4202357067
234	0.4199593547
235	0.419533509
236	0.4193079584
237	0.4188235372
238	0.418496512
239	0.4181863151
240	0.4179253848
241	0.4176492516
242	0.4173651178
243	0.4170591806
244	0.4167540501
245	0.4165356477
246	0.4162063944
247	0.4159835054
248	0.415682894
249	0.4154562449
250	0.4152266477
251	0.4148268562
252	0.4145682147
253	0.4142409627
254	0.4139829709
255	0.4138274357
256	0.4135523422
257	0.4131474702
258	0.4128837834
259	0.4126550094
260	0.4123597332
261	0.4120430357
262	0.4115680216
263	0.4111984539
264	0.4109452075
265	0.4106119543
266	0.4103176443
267	0.4100844077
268	0.4098006044
269	0.4095760447
270	0.4094507476
271	0.4092249428
272	0.4090634378
273	0.40864755
274	0.4082991178
275	0.4080864907
276	0.4078521266
277	0.4076013064
278	0.4073009832
279	0.4069328196
280	0.4065891606
281	0.4063192349
282	0.4059310037
283	0.4056066194
284	0.4053592434
285	0.405097062
286	0.404820397
287	0.4045528123
288	0.4042197803
289	0.4038679073
290	0.4035832107
291	0.4033738444
292	0.4032096393
293	0.4027976221
294	0.4025958868
295	0.4023678868
296	0.4020341164
297	0.401748783
298	0.4015558932
299	0.401292797
300	0.4010593795
301	0.4007599802
302	0.4005301987
303	0.4002939565
304	0.4000058342
305	0.399711168
306	0.399533648
307	0.3991730343
308	0.3988833272
309	0.3986380356
310	0.3983073785
311	0.3980450988
312	0.3977331655
313	0.3975314115
314	0.397320635
315	0.3970941527
316	0.3969016664
317	0.3966797717
318	0.396380759
319	0.39618593
320	0.3959080915
321	0.3957253434
322	0.3955168446
323	0.3952661171
324	0.3949736194
325	0.3947962894
326	0.3947231487
327	0.394483214
328	0.3943167431
329	0.3940954984
330	0.3939142264
331	0.3937036198
332	0.3934867603
333	0.3932347097
334	0.3930370721
335	0.3928707559
336	0.3926468217
337	0.392354798
338	0.392036454
339	0.3918657482
340	0.3916413771
341	0.3913050498
342	0.3910300477
343	0.3908176332
344	0.3906340907
345	0.3904777306
346	0.3902421661
347	0.3900489097
348	0.3899229046
349	0.3896885619
350	0.3895073253
351	0.3891862743
352	0.3889918754
353	0.3887873128
354	0.3883975632
355	0.3881182316
356	0.3879424011
357	0.3876061781
358	0.3873880424
359	0.3871291092
360	0.3867801422
361	0.3866167931
362	0.3863821062
363	0.3860132115
364	0.3857404155
365	0.3854906475
366	0.3852342445
367	0.3850644223
368	0.3848447716
369	0.3846755703
370	0.3845574165
371	0.3843408489
372	0.3839463439
373	0.3837504091
374	0.3834519253
375	0.3831336275
376	0.3830139001
377	0.3828526644
378	0.3825688224
379	0.3823333375
380	0.3820398296
381	0.3818666382
382	0.3817253627
383	0.3814340338
384	0.381314622
385	0.3810180482
386	0.3808833928
387	0.3806801365
388	0.3804064321
389	0.3802045931
390	0.3800504034
391	0.3798005558
392	0.3796651399
393	0.3794134554
394	0.3792322781
395	0.3790994535
396	0.3789618072
397	0.3787143858
398	0.3784872682
399	0.3782767743
400	0.3779586405
401	0.3777540086
402	0.3775301406
403	0.3773086089
404	0.3770969549
405	0.3768401445
406	0.3766798343
407	0.3764649078
408	0.3763893595
409	0.3762100425
410	0.376066554
411	0.3759871448
412	0.375870402
413	0.375642831
414	0.3754229982
415	0.3752417603
416	0.3749547514
417	0.374787097
418	0.3746030677
419	0.3744507355
420	0.3742145474
421	0.3740291888
422	0.3738813291
423	0.3737493445
424	0.3735132052
425	0.373360059
426	0.3732201231
427	0.3730114112
428	0.3728629045
429	0.3726566313
430	0.3725741223
431	0.3724035384
432	0.3723005821
433	0.3720934064
434	0.3719297657
435	0.3717995624
436	0.3716602765
437	0.3714227462
438	0.371324317
439	0.3711796386
440	0.3709272047
441	0.3707273415
442	0.3705930295
443	0.3703795385
444	0.3702058207
445	0.3700011416
446	0.369865871
447	0.3696695728
448	0.3695705053
449	0.3694143338
450	0.3691826775
451	0.3690902157
452	0.3688577567
453	0.3687284339
454	0.3685708546
455	0.3684830846
456	0.3683080548
457	0.3681663939
458	0.367986328
459	0.3678389388
460	0.367723243
461	0.367549143
462	0.3673625121
463	0.3670966202
464	0.3669772891
465	0.3668508444
466	0.366549918
467	0.3663741784
468	0.366221338
469	0.3660383202
470	0.3657812449
471	0.3656983732
472	0.3655866373
473	0.3653800325
474	0.3652235225
475	0.3650303619
476	0.3648834401
477	0.3646555894
478	0.3644331381
479	0.3642919465
480	0.3640613488
481	0.3639533856
482	0.3638132269
483	0.3635711698
484	0.3634521209
485	0.3632251872
486	0.3630927505
487	0.3629624745
488	0.3628156386
489	0.3627349054
490	0.3625226611
491	0.3623536592
492	0.3621495085
493	0.3618912912
494	0.3617452915
495	0.3615909828
496	0.3614066997
497	0.361231421
498	0.3610433595
499	0.3608797756
500	0.3608106057
501	0.3607041727
502	0.3604866006
503	0.3603699227
504	0.360148482
505	0.360010404
506	0.3598013745
507	0.3596641456
508	0.3595078204
509	0.3593377487
510	0.3591774598
511	0.3590178553
512	0.358873063
513	0.3587629621
514	0.3585260996
515	0.3583170419
516	0.358195484
517	0.3579870754
518	0.3578482021
519	0.3576960659
520	0.3575619049
521	0.3574549659
522	0.3572781019
523	0.3571501551
524	0.356988786
525	0.3568046269
526	0.3566251832
527	0.3565275656
528	0.3563321997
529	0.3562246611
530	0.3560858661
531	0.3559026631
532	0.3557729525
533	0.355709719
534	0.3555875395
535	0.3554211491
536	0.3553446878
537	0.3552143751
538	0.3551031583
539	0.3549887886
540	0.3548474345
541	0.3547072661
542	0.3545402734
543	0.3542982413
544	0.3541845564
545	0.3540229064
546	0.3538441061
547	0.3536588387
548	0.3534838986
549	0.3533306936
550	0.3531890746
551	0.3529812244
552	0.3527646847
553	0.3526259115
554	0.3524521995
555	0.3524140631
556	0.3522967933
557	0.3521615546
558	0.3520136557
559	0.3518075051
560	0.3516501647
561	0.3513825862
562	0.3512647512
563	0.3510937963
564	0.3509305554
565	0.3507998285
566	0.3506861
567	0.3505527855
568	0.350364514
569	0.3502407372
570	0.3501169874
571	0.3500098251
572	0.3498317175
573	0.3496259551
574	0.3495349934
575	0.3492583912
576	0.3491671313
577	0.3490710254
578	0.3489834553
579	0.3488443439
580	0.3487373652
581	0.3486558559
582	0.3485902415
583	0.3484781203
584	0.3482142979
585	0.3480467307
586	0.3479289611
587	0.347709096
588	0.3475932432
589	0.3474142925
590	0.3473149
591	0.3471607995
592	0.3470538849
593	0.3469332432
594	0.3468185561
595	0.3466954715
596	0.346604744
597	0.3464301066
598	0.3462813165
599	0.3460964693
600	0.345940054
601	0.3458873745
602	0.3458086636
603	0.3456442827
604	0.3454503362
605	0.3453175427
606	0.3451349799
607	0.3450347378
608	0.3449329871
609	0.3448401751
610	0.344712498
611	0.3445690979
612	0.3444330163
613	0.3443112641
614	0.3442051335
615	0.3440451135
616	0.3438745546
617	0.3436898521
618	0.3435001256
619	0.3433786007
620	0.3432742
621	0.3432052237
622	0.3430265144
623	0.3429060537
624	0.3427484178
625	0.3425759485
626	0.3424369976
627	0.3423208778
628	0.342230864
629	0.3420904213
630	0.3419868014
631	0.341760771
632	0.3416713521
633	0.3415572258
634	0.3414728355
635	0.3413693995
636	0.3411961168
637	0.3411109785
638	0.3409907868
639	0.340901041
640	0.3408101142
641	0.3406395576
642	0.3405501176
643	0.3404088272
644	0.3402750384
645	0.3401022629
646	0.3400136092
647	0.3398951912
648	0.3397072645
649	0.3395644077
650	0.3393912664
651	0.3393214415
652	0.3392093051
653	0.3390310752
654	0.3389035461
655	0.3387256067
656	0.3385466513
657	0.3384102319
658	0.338326471
659	0.3382112855
660	0.3380666725
661	0.3379569209
662	0.3378627791
663	0.3377843898
664	0.3376360143
665	0.337545629
666	0.3374518607
667	0.3372866258
668	0.3371826576
669	0.3369918381
670	0.3368740647
671	0.3367181704
672	0.3365744489
673	0.336454935
674	0.3363098596
675	0.3361315441
676	0.3360333257
677	0.3358925892
678	0.3357673812
679	0.3356591886
680	0.3355452476
681	0.3354336393
682	0.3353489647
683	0.3352907252
684	0.3351350388
685	0.3350059804
686	0.334909806
687	0.3348141374
688	0.3346961492
689	0.3346231926
690	0.3345026655
691	0.3343896778
692	0.3342720945
693	0.3341708949
694	0.3340257902
695	0.3338650806
696	0.3337730171
697	0.3336551118
698	0.3335393802
699	0.3334424284
700	0.3332878747
701	0.3331732391
702	0.3331258945
703	0.3330185493
704	0.3329133324
705	0.3326995627
706	0.3326407747
707	0.3325980703
708	0.3324495807
709	0.3323661178
710	0.3322424156
711	0.3321363222
712	0.3320154288
713	0.3318984231
714	0.3318069194
715	0.3316114539
716	0.3315388764
717	0.3314075818
718	0.331325302
719	0.3312555511
720	0.3311456683
721	0.3309804751
722	0.330930907
723	0.330812949
724	0.3306469737
725	0.3305179954
726	0.3303709407
727	0.3302019948
728	0.3301008741
729	0.3299877801
730	0.3298339154
731	0.3297290184
732	0.3295813923
733	0.3293890798
734	0.3292846078
735	0.3291444827
736	0.3289871397
737	0.3288781311
738	0.3287731992
739	0.3286855746
740	0.328560969
741	0.3284859264
742	0.3283638324
743	0.3282497776
744	0.3281777126
745	0.3280516724
746	0.3279735124
747	0.3278927102
748	0.3277193818
749	0.3276339769
750	0.32751053
751	0.3272922354
752	0.327215973
753	0.327070136
754	0.3269530245
755	0.3268494525
756	0.3267636625
757	0.3266795397
758	0.3266079692
759	0.3265322864
760	0.3264146878
761	0.3262097275
762	0.3260705139
763	0.3259863768
764	0.3258531392
765	0.3257111457
766	0.3256318879
767	0.3255179025
768	0.3254293027
769	0.3252977679
770	0.3251993263
771	0.3250644103
772	0.3249845759
773	0.3248564845
774	0.324785368
775	0.324688253
776	0.3246195832
777	0.3245102935
778	0.3244347464
779	0.3243256323
780	0.3242297022
781	0.3241101256
782	0.3239706138
783	0.3238239555
784	0.3237522337
785	0.3236013921
786	0.3234662064
787	0.3233473074
788	0.3232365373
789	0.3231325728
790	0.3230537336
791	0.3229245489
792	0.3228335532
793	0.322707993
794	0.3226508389
795	0.3225686401
796	0.32242381
797	0.3223198374
798	0.3222357268
799	0.3221366206
800	0.322027235
801	0.3218921592
802	0.321769474
803	0.3216514363
804	0.3215376747
805	0.321401479
806	0.3213090927
807	0.3211358225
808	0.321012375
809	0.3209201546
810	0.3208370594
811	0.320779338
812	0.3206473519
813	0.3205301998
814	0.3204412376
815	0.3203805965
816	0.3203094429
817	0.3202220492
818	0.3200783697
819	0.3199911265
820	0.319922933
821	0.3198382751
822	0.3196108833
823	0.3195398274
824	0.3194814414
825	0.3194253549
826	0.3193498059
827	0.3192907071
828	0.3191844957
829	0.3190691312
830	0.3190042564
831	0.3189228708
832	0.3187969642
833	0.3186549627
834	0.318578476
835	0.3184607482
836	0.3183505835
837	0.3182864587
838	0.3181670542
839	0.3180223186
840	0.3179370217
841	0.3178380016
842	0.3177445251
843	0.3175799024
844	0.3174372543
845	0.3173323084
846	0.3172732333
847	0.317164619
848	0.3170751383
849	0.3170137212
850	0.3168731992
851	0.3167458962
852	0.3165990431
853	0.3165412751
854	0.3164951033
855	0.3164344435
856	0.3163221706
857	0.3162563946
858	0.316211866
859	0.3161015492
860	0.3159909388
861	0.3158719371
862	0.3156918369
863	0.3155627245
864	0.3154773106
865	0.3153701657
866	0.3152826506
867	0.3151197732
868	0.3150438407
869	0.3149488392
870	0.3148217505
871	0.3147430081
872	0.3146789549
873	0.3145990538
874	0.3144949314
875	0.3144083749
876	0.3143272498
877	0.3141845112
878	0.314041361
879	0.3139349208
880	0.313867027
881	0.313730912
882	0.3136755851
883	0.3135758465
884	0.3135119668
885	0.3133872743
886	0.3133090752
887	0.31323298
888	0.3130828109
889	0.312952757
890	0.3128946948
891	0.3128063598
892	0.3127449
893	0.3126766466
894	0.3125910283
895	0.3125042473
896	0.3123013937
897	0.3122128594
898	0.3121306046
899	0.312029926
900	0.3119731227
901	0.311895355
902	0.3117740637
903	0.3116008326
904	0.3114917062
905	0.3114255225
906	0.3112247117
907	0.3111360255
908	0.3110554214
909	0.3109391316
910	0.3108479371
911	0.3107274309
912	0.3106629253
913	0.3105244935
914	0.3104454585
915	0.3103390255
916	0.3102030638
917	0.3100603714
918	0.3100221257
919	0.309972649
920	0.3098314215
921	0.3097281336
922	0.3096627872
923	0.3095972374
924	0.3095365529
925	0.3094224253
926	0.3093410115
927	0.3092726167
928	0.309216822
929	0.309159442
930	0.3090537759
931	0.3089407443
932	0.308846317
933	0.3087167541
934	0.3086473632
935	0.3085706105
936	0.308454326
937	0.3083784676
938	0.3082395869
939	0.3081717706
940	0.3080967893
941	0.3080205339
942	0.3079608475
943	0.3077176641
944	0.3076431481
945	0.3075647505
946	0.3074864553
947	0.3073900415
948	0.3073297438
949	0.3072120491
950	0.3071142383
951	0.307062759
952	0.3069733123
953	0.3068773334
954	0.3067955548
955	0.3067420689
956	0.3066337958
957	0.3065522458
958	0.3065062776
959	0.3063816782
960	0.3063072103
961	0.30619339
962	0.3060579281
963	0.3059373834
964	0.3058724392
965	0.3057914403
966	0.3056589091
967	0.3055933771
968	0.3055363235
969	0.3053998372
970	0.3053323793
971	0.3052578598
972	0.3051749868
973	0.3051142372
974	0.3049425848
975	0.3048504367
976	0.3047453621
977	0.3046352477
978	0.3045288151
979	0.3043863848
980	0.3043428703
981	0.3042119382
982	0.3041135811
983	0.3040081573
984	0.3039056418
985	0.3038119801
986	0.3037310319
987	0.3036415418
988	0.3035756329
989	0.3034643448
990	0.3033515945
991	0.3032250832
992	0.3031000789
993	0.303036415
994	0.3029470111
995	0.3028609524
996	0.3027716906
997	0.3027046417
998	0.3025792091
999	0.3024983458
